timestamp,junction,signal_state,ambulance_position,traffic_density
0,A,GREEN,A,LOW
0,B,RED,A,LOW
0,C,RED,A,LOW
0,D,GREEN,A,LOW
0,E,GREEN,A,LOW
0,F,GREEN,A,LOW
0,G,RED,A,LOW
0,H,RED,A,LOW
0,I,GREEN,A,LOW
0,A,GREEN,A,LOW
0,B,RED,A,LOW
0,C,RED,A,LOW
0,D,GREEN,A,LOW
0,E,GREEN,A,LOW
0,F,GREEN,A,LOW
0,G,RED,A,LOW
0,H,RED,A,LOW
0,I,GREEN,A,LOW
10,A,GREEN,A,LOW
10,B,RED,A,LOW
10,C,GREEN,A,LOW
10,D,GREEN,A,LOW
10,E,GREEN,A,LOW
10,F,RED,A,LOW
10,G,RED,A,LOW
10,H,RED,A,LOW
10,I,GREEN,A,LOW
20,A,GREEN,A,LOW
20,B,RED,A,LOW
20,C,GREEN,A,LOW
20,D,GREEN,A,LOW
20,E,RED,A,LOW
20,F,RED,A,LOW
20,G,RED,A,LOW
20,H,GREEN,A,LOW
20,I,GREEN,A,LOW
30,A,GREEN,A,LOW
30,B,RED,A,LOW
30,C,GREEN,A,LOW
30,D,RED,A,LOW
30,E,RED,A,LOW
30,F,RED,A,LOW
30,G,GREEN,A,LOW
30,H,GREEN,A,LOW
30,I,RED,A,LOW
40,A,GREEN,A,LOW
40,B,RED,A,LOW
40,C,RED,A,LOW
40,D,RED,A,LOW
40,E,RED,A,LOW
40,F,GREEN,A,LOW
40,G,GREEN,A,LOW
40,H,YELLOW,A,LOW
40,I,RED,A,LOW
50,A,GREEN,A,LOW
50,B,RED,A,LOW
50,C,RED,A,LOW
50,D,RED,A,LOW
50,E,GREEN,A,LOW
50,F,GREEN,A,LOW
50,G,GREEN,A,LOW
50,H,RED,A,LOW
50,I,RED,A,LOW
60,A,RED,B,LOW
60,B,GREEN,B,LOW
60,C,RED,B,LOW
60,D,GREEN,B,LOW
60,E,GREEN,B,LOW
60,F,GREEN,B,LOW
60,G,RED,B,LOW
60,H,RED,B,LOW
60,I,GREEN,B,LOW
60,A,RED,B,LOW
60,B,GREEN,B,LOW
60,C,RED,B,LOW
60,D,GREEN,B,LOW
60,E,GREEN,B,LOW
60,F,GREEN,B,LOW
60,G,RED,B,LOW
60,H,RED,B,LOW
60,I,GREEN,B,LOW
70,A,RED,B,LOW
70,B,GREEN,B,LOW
70,C,RED,B,LOW
70,D,GREEN,B,LOW
70,E,GREEN,B,LOW
70,F,RED,B,LOW
70,G,RED,B,LOW
70,H,RED,B,LOW
70,I,GREEN,B,LOW
80,A,RED,B,LOW
80,B,GREEN,B,LOW
80,C,RED,B,LOW
80,D,GREEN,B,LOW
80,E,RED,B,LOW
80,F,RED,B,LOW
80,G,RED,B,LOW
80,H,GREEN,B,LOW
80,I,GREEN,B,LOW
90,A,GREEN,B,LOW
90,B,GREEN,B,LOW
90,C,RED,B,LOW
90,D,RED,B,LOW
90,E,RED,B,LOW
90,F,RED,B,LOW
90,G,GREEN,B,LOW
90,H,GREEN,B,LOW
90,I,RED,B,LOW
100,A,GREEN,B,LOW
100,B,GREEN,B,LOW
100,C,RED,B,LOW
100,D,RED,B,LOW
100,E,RED,B,LOW
100,F,GREEN,B,LOW
100,G,GREEN,B,LOW
100,H,YELLOW,B,LOW
100,I,RED,B,LOW
110,A,GREEN,B,LOW
110,B,GREEN,B,LOW
110,C,RED,B,LOW
110,D,RED,B,LOW
110,E,GREEN,B,LOW
110,F,GREEN,B,LOW
110,G,GREEN,B,LOW
110,H,RED,B,LOW
110,I,RED,B,LOW
120,A,RED,C,LOW
120,B,RED,C,LOW
120,C,GREEN,C,LOW
120,D,GREEN,C,LOW
120,E,GREEN,C,LOW
120,F,RED,C,LOW
120,G,RED,C,LOW
120,H,RED,C,LOW
120,I,GREEN,C,LOW
120,A,RED,C,LOW
120,B,RED,C,LOW
120,C,GREEN,C,LOW
120,D,GREEN,C,LOW
120,E,GREEN,C,LOW
120,F,RED,C,LOW
120,G,RED,C,LOW
120,H,RED,C,LOW
120,I,GREEN,C,LOW
130,A,RED,C,LOW
130,B,RED,C,LOW
130,C,GREEN,C,LOW
130,D,GREEN,C,LOW
130,E,GREEN,C,LOW
130,F,RED,C,LOW
130,G,RED,C,LOW
130,H,RED,C,LOW
130,I,GREEN,C,LOW
140,A,RED,C,LOW
140,B,GREEN,C,LOW
140,C,GREEN,C,LOW
140,D,GREEN,C,LOW
140,E,RED,C,LOW
140,F,RED,C,LOW
140,G,RED,C,LOW
140,H,GREEN,C,LOW
140,I,GREEN,C,LOW
150,A,GREEN,C,LOW
150,B,GREEN,C,LOW
150,C,GREEN,C,LOW
150,D,RED,C,LOW
150,E,RED,C,LOW
150,F,RED,C,LOW
150,G,GREEN,C,LOW
150,H,GREEN,C,LOW
150,I,RED,C,LOW
160,A,GREEN,C,LOW
160,B,GREEN,C,LOW
160,C,GREEN,C,LOW
160,D,RED,C,LOW
160,E,RED,C,LOW
160,F,RED,C,LOW
160,G,GREEN,C,LOW
160,H,YELLOW,C,LOW
160,I,RED,C,LOW
170,A,GREEN,C,LOW
170,B,RED,C,LOW
170,C,GREEN,C,LOW
170,D,RED,C,LOW
170,E,GREEN,C,LOW
170,F,RED,C,LOW
170,G,GREEN,C,LOW
170,H,RED,C,LOW
170,I,RED,C,LOW
180,A,RED,F,LOW
180,B,RED,F,LOW
180,C,RED,F,LOW
180,D,GREEN,F,LOW
180,E,GREEN,F,LOW
180,F,GREEN,F,LOW
180,G,RED,F,LOW
180,H,RED,F,LOW
180,I,RED,F,LOW
180,A,RED,F,LOW
180,B,RED,F,LOW
180,C,RED,F,LOW
180,D,GREEN,F,LOW
180,E,GREEN,F,LOW
180,F,GREEN,F,LOW
180,G,RED,F,LOW
180,H,RED,F,LOW
180,I,RED,F,LOW
190,A,RED,F,LOW
190,B,RED,F,LOW
190,C,GREEN,F,LOW
190,D,GREEN,F,LOW
190,E,GREEN,F,LOW
190,F,GREEN,F,LOW
190,G,RED,F,LOW
190,H,RED,F,LOW
190,I,RED,F,LOW
200,A,RED,F,LOW
200,B,GREEN,F,LOW
200,C,GREEN,F,LOW
200,D,GREEN,F,LOW
200,E,RED,F,LOW
200,F,GREEN,F,LOW
200,G,RED,F,LOW
200,H,GREEN,F,LOW
200,I,RED,F,LOW
210,A,GREEN,F,LOW
210,B,GREEN,F,LOW
210,C,GREEN,F,LOW
210,D,RED,F,LOW
210,E,RED,F,LOW
210,F,GREEN,F,LOW
210,G,GREEN,F,LOW
210,H,GREEN,F,LOW
210,I,RED,F,LOW
220,A,GREEN,F,LOW
220,B,GREEN,F,LOW
220,C,RED,F,LOW
220,D,RED,F,LOW
220,E,RED,F,LOW
220,F,GREEN,F,LOW
220,G,GREEN,F,LOW
220,H,YELLOW,F,LOW
220,I,RED,F,LOW
230,A,GREEN,F,LOW
230,B,RED,F,LOW
230,C,RED,F,LOW
230,D,RED,F,LOW
230,E,GREEN,F,LOW
230,F,GREEN,F,LOW
230,G,GREEN,F,LOW
230,H,RED,F,LOW
230,I,RED,F,LOW
240,A,RED,I,LOW
240,B,RED,I,LOW
240,C,RED,I,LOW
240,D,GREEN,I,LOW
240,E,GREEN,I,LOW
240,F,GREEN,I,LOW
240,G,RED,I,LOW
240,H,RED,I,LOW
240,I,GREEN,I,LOW
250,A,RED,I,LOW
250,B,RED,I,LOW
250,C,GREEN,I,LOW
250,D,GREEN,I,LOW
250,E,GREEN,I,LOW
250,F,RED,I,LOW
250,G,RED,I,LOW
250,H,RED,I,LOW
250,I,GREEN,I,LOW
260,A,RED,I,LOW
260,B,GREEN,I,LOW
260,C,GREEN,I,LOW
260,D,GREEN,I,LOW
260,E,RED,I,LOW
260,F,RED,I,LOW
260,G,RED,I,LOW
260,H,GREEN,I,LOW
260,I,GREEN,I,LOW
270,A,GREEN,I,LOW
270,B,GREEN,I,LOW
270,C,GREEN,I,LOW
270,D,RED,I,LOW
270,E,RED,I,LOW
270,F,RED,I,LOW
270,G,GREEN,I,LOW
270,H,GREEN,I,LOW
270,I,RED,I,LOW
